💕闽南4Gtv,#genre#
Channel U HD,http://aktv.top/AKTV/live/aktv/channeluhd/AKTV.m3u8
Animax-HK,http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
C+�?,http://aktv.top/AKTV/live/aktv3/c/AKTV.m3u8
DW,http://aktv.top/AKTV/live/aktv3/dw/AKTV.m3u8
France 24,http://aktv.top/AKTV/live/aktv3/france24/AKTV.m3u8
KIX,http://aktv.top/AKTV/live/aktv3/kix/AKTV.m3u8
Love Nature HD,http://aktv.top/AKTV/live/aktv3/lovenaturehd/AKTV.m3u8
NHK World-Japan,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
Nick Jr,http://aktv.top/AKTV/live/aktv3/nickjr/AKTV.m3u8
Nickelodeon,http://aktv.top/AKTV/live/aktv3/nickelodeon/AKTV.m3u8
ROCK Action,http://aktv.top/AKTV/live/aktv3/rockaction/AKTV.m3u8
Thrill,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8
ZooMoo,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
亚洲新闻�?,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
东方卫视国际频道,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
无线卫星新闻�?,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8
神州新闻�?,http://aktv.top/AKTV/live/aktv3/null-1/AKTV.m3u8
TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8
TVBS-新闻�?,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
tvN,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8
中天亚洲�?,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8
中天新闻�?,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
中视,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8
寰宇新闻�?,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
华视,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8
靖天电影�?,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8
日本全天新闻,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8
龙华日韩�?,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8
龙华经典�?,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8
龙华电影�?,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8
💝Litv频道👉全网,#genre#
民视台湾�?,https://litv.zapi.us.kg/?id=4gtv-4gtv001
民视,https://litv.zapi.us.kg/?id=4gtv-4gtv002
民视第一�?,https://litv.zapi.us.kg/?id=4gtv-4gtv003
民视综艺,https://litv.zapi.us.kg/?id=4gtv-4gtv004
猪哥亮歌厅秀,https://litv.zapi.us.kg/?id=4gtv-4gtv006
中天新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv009
非凡新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv010
影迷數位電影�?,https://litv.zapi.us.kg/?id=4gtv-4gtv011
視納華仁紀實頻�?,https://litv.zapi.us.kg/?id=4gtv-4gtv013
时尚运动X,https://litv.zapi.us.kg/?id=4gtv-4gtv014
GLOBETROTTER,https://litv.zapi.us.kg/?id=4gtv-4gtv016
amc电影�?,https://litv.zapi.us.kg/?id=4gtv-4gtv017
达文西频�?,https://litv.zapi.us.kg/?id=4gtv-4gtv018
八大精彩�?,https://litv.zapi.us.kg/?id=4gtv-4gtv034
八大综艺�?,https://litv.zapi.us.kg/?id=4gtv-4gtv039
中视,https://litv.zapi.us.kg/?id=4gtv-4gtv040
华视,https://litv.zapi.us.kg/?id=4gtv-4gtv041
公视戏剧,https://litv.zapi.us.kg/?id=4gtv-4gtv042
客家电视�?,https://litv.zapi.us.kg/?id=4gtv-4gtv043
靖天卡通台,https://litv.zapi.us.kg/?id=4gtv-4gtv044
靖洋戏剧�?,https://litv.zapi.us.kg/?id=4gtv-4gtv045
靖天综合�?,https://litv.zapi.us.kg/?id=4gtv-4gtv046
靖天日本�?,https://litv.zapi.us.kg/?id=4gtv-4gtv047
非凡商业,https://litv.zapi.us.kg/?id=4gtv-4gtv048
采昌影剧,https://litv.zapi.us.kg/?id=4gtv-4gtv049
台视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv051
华视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv052
GinxTV,https://litv.zapi.us.kg/?id=4gtv-4gtv053
靖天欢乐�?,https://litv.zapi.us.kg/?id=4gtv-4gtv054
靖天映画,https://litv.zapi.us.kg/?id=4gtv-4gtv055
台视财经,https://litv.zapi.us.kg/?id=4gtv-4gtv056
靖洋卡通台,https://litv.zapi.us.kg/?id=4gtv-4gtv057
靖天戏剧�?,https://litv.zapi.us.kg/?id=4gtv-4gtv058
古典音乐�?,https://litv.zapi.us.kg/?id=4gtv-4gtv059
靖天电影�?,https://litv.zapi.us.kg/?id=4gtv-4gtv061
靖天育乐�?,https://litv.zapi.us.kg/?id=4gtv-4gtv062
靖天国际�?,https://litv.zapi.us.kg/?id=4gtv-4gtv063
中视菁采,https://litv.zapi.us.kg/?id=4gtv-4gtv064
靖天资讯�?,https://litv.zapi.us.kg/?id=4gtv-4gtv065
台视,https://litv.zapi.us.kg/?id=4gtv-4gtv066
tvbs精采�?,https://litv.zapi.us.kg/?id=4gtv-4gtv067
tvbs欢乐�?,https://litv.zapi.us.kg/?id=4gtv-4gtv068
爱尔达娱�?,https://litv.zapi.us.kg/?id=4gtv-4gtv070
tvbs新闻�?,https://litv.zapi.us.kg/?id=4gtv-4gtv072
tvbs,https://litv.zapi.us.kg/?id=4gtv-4gtv073
中视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv074
镜新�?,https://litv.zapi.us.kg/?id=4gtv-4gtv075
CATCHPLAY电影�?,https://litv.zapi.us.kg/?id=4gtv-4gtv076
TRACE,https://litv.zapi.us.kg/?id=4gtv-4gtv077
阿里�?,https://litv.zapi.us.kg/?id=4gtv-4gtv079
中视经典,https://litv.zapi.us.kg/?id=4gtv-4gtv080
TRACE,https://litv.zapi.us.kg/?id=4gtv-4gtv082
MEZZO,https://litv.zapi.us.kg/?id=4gtv-4gtv083
国会频道1,https://litv.zapi.us.kg/?id=4gtv-4gtv084
国会频道2,https://litv.zapi.us.kg/?id=4gtv-4gtv085
智林体育�?,https://litv.zapi.us.kg/?id=4gtv-4gtv101
国际财经,https://litv.zapi.us.kg/?id=4gtv-4gtv104
�?1商業�?,https://litv.zapi.us.kg/?id=4gtv-4gtv109
东森新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv152
东森财经新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv153
民视,https://litv.zapi.us.kg/?id=4gtv-4gtv155
民视台湾�?,https://litv.zapi.us.kg/?id=4gtv-4gtv156
美国之音,https://litv.zapi.us.kg/?id=litv-ftv03
民视旅游,https://litv.zapi.us.kg/?id=litv-ftv07
民视影剧,https://litv.zapi.us.kg/?id=litv-ftv09
半岛新闻,https://litv.zapi.us.kg/?id=litv-ftv10
民视新闻�?,https://litv.zapi.us.kg/?id=litv-ftv13
爱放动漫,https://litv.zapi.us.kg/?id=litv-ftv15
好消�?,https://litv.zapi.us.kg/?id=litv-ftv16
好消�?2�?,https://litv.zapi.us.kg/?id=litv-ftv17
龙华卡�?,https://litv.zapi.us.kg/?id=litv-longturn01
龙华电影,https://litv.zapi.us.kg/?id=litv-longturn03
博斯魅力,https://litv.zapi.us.kg/?id=litv-longturn04
博斯高球1,https://litv.zapi.us.kg/?id=litv-longturn05
博斯高球2,https://litv.zapi.us.kg/?id=litv-longturn06
博斯运动1,https://litv.zapi.us.kg/?id=litv-longturn07
博斯运动2,https://litv.zapi.us.kg/?id=litv-longturn08
博斯网球,https://litv.zapi.us.kg/?id=litv-longturn09
博斯无限,https://litv.zapi.us.kg/?id=litv-longturn10
龙华日韩,https://litv.zapi.us.kg/?id=litv-longturn11
龙华偶像,https://litv.zapi.us.kg/?id=litv-longturn12
博斯���限2,https://litv.zapi.us.kg/?id=litv-longturn13
寰宇新闻�?,https://litv.zapi.us.kg/?id=litv-longturn14
寰宇新闻台湾�?,https://litv.zapi.us.kg/?id=litv-longturn15
亚洲旅游�?,https://litv.zapi.us.kg/?id=litv-longturn17
龙华戏剧,https://litv.zapi.us.kg/?id=litv-longturn18
Smart知识�?,https://litv.zapi.us.kg/?id=litv-longturn19
生活英语�?,https://litv.zapi.us.kg/?id=litv-longturn20
龙华经典,https://litv.zapi.us.kg/?id=litv-longturn21
台湾戏剧�?,https://litv.zapi.us.kg/?id=litv-longturn22
TVBS,http://47.239.239.192/4gtv/litv.php?id=4gtv-4gtv0044gtv-4gtv073
TVBS新闻�?,http://47.239.239.192/4gtv/litv.php?id=4gtv-4gtv072
中天新闻,http://47.239.239.192/4gtv/litv.php?id=4gtv-4gtv009
民视台湾�?,http://47.239.239.192/4gtv/litv.php?id=4gtv-4gtv00
中天新闻,http://59.127.17.227:8598/http/61.67.128.137:8081/hls/78/80/ch63max.m3u8
东森新闻,http://59.127.17.227:8597/http/61.67.128.137:8081/hls/63/805/ch10.m3u8
tvbs新闻,http://59.127.17.227:8597/http/61.67.128.137:8081/hls/75/817/ch59.m3u8
寰宇新闻,http://59.127.17.227:8547/http/61.67.128.137:8081/hls/76/818/ch62.m3u8
三立新闻,http://59.127.17.227:8543/http/61.67.128.137:8081/hls/65/807/ch18.m3u8
年代新闻,http://59.127.17.227:8514/http/61.67.128.137:8081/hls/67/809/ch27.m3u8
非凡新闻,http://59.127.17.227:8544/http/61.67.128.137:8081/hls/75/817/ch57.m3u8
闽鏡新闻,http://59.127.17.227:8578/http/61.67.128.137:8092/upload/114/MNEWS_TS-1111
闽壹新闻,http://59.127.17.227:8548/http/61.67.128.137:8081/hls/66/808/ch24.m3u8
民视新闻,http://59.127.17.227:8542/http/61.67.128.137:8081/hls/73/815/ch51.m3u8
Nhk新闻,http://59.127.17.227:8552/http/61.67.128.137:8081/hls/62/804/ch06.m3u8
中视闽南,http://59.127.17.227:8502/http/61.67.128.137:8088/hls/88/80/Ctv4max.m3u8
华视闽南,http://59.127.17.227:8581/http/61.67.128.137:8088/hls/89/80/Cts4max.m3u8
公视闽南,http://59.127.17.227:8582/http/61.67.128.137:8088/hls/87/80/Pts4max.m3u8
民视闽南,http://59.127.17.227:8504/http/61.67.128.137:8088/hls/85/80/Ftv4max.m3u8
tvbs闽南,http://59.127.17.227:8575/http/61.67.128.137:8081/hls/75/817/ch58.m3u8
tvbs欢乐,http://59.127.17.227:8592/http/61.67.128.137:8081/hls/65/807/ch17.m3u8
三立闽南,http://59.127.17.227:8519/http/61.67.128.137:8081/hls/65/807/ch20.m3u8
三立都会,http://59.127.17.227:8528/http/61.67.128.137:8081/hls/65/807/ch19.m3u8
中天综合,http://59.127.17.227:8559/http/61.67.128.137:8081/hls/67/809/ch25.m3u8
中天娱乐,http://59.127.17.227:8570/http/61.67.128.137:8081/hls/67/809/ch26.m3u8
东森财经,http://59.127.17.227:8546/http/61.67.128.137:8081/hls/63/805/ch11.m3u8
东森综合,http://59.127.17.227:8541/http/61.67.128.137:8081/hls/63/805/ch12.m3u8
东森戏剧,http://59.127.17.227:8590/http/61.67.128.137:8081/hls/64/806/ch13.m3u8
东森超视,http://59.127.17.227:8556/http/61.67.128.137:8081/hls/64/806/ch14.m3u8
东森幼幼,http://59.127.17.227:8515/http/61.67.128.137:8081/hls/63/805/ch09.m3u8
龙华戏剧,http://59.127.17.227:8523/http/61.67.128.137:8068/hls/13/80/cstv13.m3u8
龙华日韩剧台,http://59.127.17.227:8524/http/61.67.128.137:8068/hls/12/80/cstv12.m3u8
龙华偶像剧台,http://59.127.17.227:8555/http/61.67.128.137:8068/hls/11/80/cstv11.m3u8
龙华卡�?,http://59.127.17.227:8522/http/61.67.128.137:8068/hls/14/80/cstv14.m3u8
龙华电影,http://59.127.17.227:8556/http/61.67.128.137:8068/hls/10/80/cstv10.m3u8
纬来电影,http://59.127.17.227:8579/http/61.67.128.137:8081/hls/69/811/ch35.m3u8
纬来综合,http://59.127.17.227:8518/http/61.67.128.137:8088/hls/68/810/ch32.m3u8
纬来戏剧,http://59.127.17.227:8593/http/61.67.128.137:8081/hls/69/811/ch33.m3u8
纬来日本,http://59.127.17.227:8537/http/61.67.128.137:8081/hls/69/811/ch34.m3u8
纬来育乐,http://59.127.17.227:8584/http/61.67.128.137:8081/hls/68/810/ch30.m3u8
非凡商业,http://59.127.17.227:8545/http/61.67.128.137:8081/hls/74/816/ch56.m3u8
韩国娱乐,http://59.127.17.227:8523/http/61.67.128.137:8092/upload/116/KMTV_TS-1111_1.m3u8
八大第一,http://59.127.17.227:8584/http/61.67.128.137:8088/hls/66/808/ch22.m3u8
八大综合,http://59.127.17.227:8520/http/61.67.128.137:8088/hls/66/808/ch21.m3u8
八大戏剧,http://59.127.17.227:8591/http/61.67.128.137:8081/hls/66/808/ch23.m3u8
好莱电影,http://59.127.17.227:8554/http/61.67.128.137:8081/hls/74/816/ch55.m3u8
HBO电影,http://59.127.17.227:8580/http/61.67.128.137:8081/hls/71/813/ch41.m3u8
AXN电影,http://59.127.17.227:8582/http/61.67.128.137:8081/hls/71/813/ch43.m3u8
CineMaX电影,http://59.127.17.227:8559/http/61.67.128.137:8081/hls/71/813/ch42.m3u8
Amc电影,http://59.127.17.227:8583/http/61.67.128.137:8092/upload/115/AMC_TS-1111_1.m3u8
TAIWan_,http://59.127.17.227:8538/http/61.67.128.137:8081/hls/61/803/ch03.m3u8
MoMo亲子�?,http://107.148.130.31:15826/tw/mk592.php?id=13
MoMo�?,http://59.127.17.227:8553/http/61.67.128.137:8081/hls/76/818/momo_max.m3u8
CCTv4�?,http://59.127.17.227:8569/http/61.67.128.137:8078/hls/42/80/cctv4.m3u8
海峡卫视,http://59.127.17.227:8570/http/61.67.128.137:8078/hls/42/80/fjttv.m3u8
厦门卫视频备,http://59.127.17.227:8568/http/61.67.128.137:8078/hls/42/80/xmtv.m3u8
东风卫视,http://59.127.17.227:8586/http/61.67.128.137:8081/hls/68/810/ch31.m3u8
浙江卫视,http://59.127.17.227:8571/http/61.67.128.137:8078/hls/41/80/zhejiang.m3u8
东方卫视,http://59.127.17.227:8572/http/61.67.128.137:8078/hls/41/80/east.m3u8
湖南卫视,http://59.127.17.227:8573/http/61.67.128.137:8078/hls/41/80/huana.m3u8
人间卫视,http://59.127.17.227:8506/http/61.67.128.137:8088/hls/69/811/ch36.m3u8
大爱电视,http://59.127.17.227:8507/http/61.67.128.137:8088/hls/73/815/ch52.m3u8
好消息闽,http://59.127.17.227:8508/http/61.67.128.137:8088/hls/74/816/ch53.m3u8
纬来体育,http://59.127.17.227:8585/http/61.67.128.137:8081/hls/67/809/ch28.m3u8
博斯运动,http://59.127.17.227:8557/http/61.67.128.137:8068/hls/15/80/cstv15.m3u8
TRAce体育�?,http://59.127.17.227:8509/http/61.67.128.137:8092/upload/212/TraceS_TS-1111
DAZN体育-�?,http://59.127.17.227:8566/http/61.67.128.137:8078/hls/25/80/esport.m3u8
DAZN体育-�?,http://59.127.17.227:8567/http/61.67.128.137:8078/hls/26/80/esport2.m3u8
Discove-RY�?,http://59.127.17.227:8510/http/61.67.128.137:8088/hls/71/813/ch44.m3u8
Bloombe新闻,http://59.127.17.227:8551/http/61.67.128.137:8078/hls/43/80/bloomber.m3u8
MUChTV,http://59.127.17.227:8589/http/61.67.128.137:8081/hls/72/814/ch45.m3u8
宠物综合,http://59.127.17.227:8561/http/61.67.128.137:8078/hls/40/80/pettv.m3u8
亚洲旅游,http://59.127.17.227:8513/http/61.67.128.137:8088/hls/76/818/ch61.m3u8
旅游生活,http://59.127.17.227:8511/http/61.67.128.137:8088/hls/70/812/ch38.m3u8
动物星球频备,http://59.127.17.227:8512/http/61.67.128.137:8088/hls/70/812/ch37.m3u8
